"Species","GeneID","Elements","GeneName","Citation.s....DOI.only","Closest.species.orthologs","Tissue","Comments","Primary.Inferred","Inferred.from","Inferred.Elements","A.thaliana_TAIR10 orthologs","G.max_Wm82.a2.v1 orthologs","M.truncatula_Mt4.0v1 orthologs","O.sativa_v7.0 orthologs","P.trichocarpa_v4.1 orthologs","S.bicolor_v3.1.1 orthologs","S.italica_v2.2 orthologs","S.viridis_v2.1 orthologs","V.vinifera_v2.1 orthologs","Z.mays_RefGen_V4 orthologs"
"P.trichocarpa_v4.1","Potri.006G006000","Fe,Cd",NA,NA,NA,NA,NA,"Inferred","AtOPT3",NA,"AT4G16370","Glyma.07G267800, Glyma.17G006100","Medtr4g133968","LOC_Os03g54000","Potri.006G006000, Potri.016G006500","Sobic.001G087700","Seita.9G090100","Sevir.9G088600","VIT_200s0259g00120","Zm00001d034035"
"P.trichocarpa_v4.1","Potri.006G006600","Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtZIP1,OsZIP3,OsZIP5",NA,"AT3G12750, AT1G05300, AT2G32270","Glyma.13G004400, Glyma.20G063100, Glyma.15G262800, Glyma.08G164400","Medtr3g081690, Medtr3g082050, Medtr3g081640, Medtr3g081580, Medtr2g064310, Medtr3g073900, Medtr3g073950","LOC_Os07g12890, LOC_Os05g39560, LOC_Os05g39540, LOC_Os04g52310, LOC_Os08g10630","Potri.006G006800, Potri.006G006600, Potri.006G006902, Potri.010G173300, Potri.008G083100","Sobic.002G083200, Sobic.009G170500, Sobic.007G064900, Sobic.006G212200, Sobic.007G075700","Seita.2G090600, Seita.3G208000, Seita.3G208100, Seita.7G190900, Seita.7G234300, Seita.6G026600","Sevir.2G093200, Sevir.3G213300, Sevir.3G213400, Sevir.7G203200, Sevir.7G245900, Sevir.6G025100","VIT_203s0017g02170, VIT_203s0017g02190, VIT_219s0085g00740, VIT_219s0085g00795","Zm00001d019228, Zm00001d038437, Zm00001d002343, Zm00001d049375, Zm00001d049993, Zm00001d019227"
"P.trichocarpa_v4.1","Potri.006G006800","Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtZIP1,OsZIP3,OsZIP5",NA,"AT3G12750, AT1G05300, AT2G32270","Glyma.13G004400, Glyma.20G063100, Glyma.15G262800, Glyma.08G164400","Medtr3g081690, Medtr3g082050, Medtr3g081640, Medtr3g081580, Medtr2g064310, Medtr3g073900, Medtr3g073950","LOC_Os07g12890, LOC_Os05g39560, LOC_Os05g39540, LOC_Os04g52310, LOC_Os08g10630","Potri.006G006800, Potri.006G006600, Potri.006G006902, Potri.010G173300, Potri.008G083100","Sobic.002G083200, Sobic.009G170500, Sobic.007G064900, Sobic.006G212200, Sobic.007G075700","Seita.2G090600, Seita.3G208000, Seita.3G208100, Seita.7G190900, Seita.7G234300, Seita.6G026600","Sevir.2G093200, Sevir.3G213300, Sevir.3G213400, Sevir.7G203200, Sevir.7G245900, Sevir.6G025100","VIT_203s0017g02170, VIT_203s0017g02190, VIT_219s0085g00740, VIT_219s0085g00795","Zm00001d019228, Zm00001d038437, Zm00001d002343, Zm00001d049375, Zm00001d049993, Zm00001d019227"
"P.trichocarpa_v4.1","Potri.006G006902","Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtZIP1,OsZIP3,OsZIP5",NA,"AT3G12750, AT1G05300, AT2G32270","Glyma.13G004400, Glyma.20G063100, Glyma.15G262800, Glyma.08G164400","Medtr3g081690, Medtr3g082050, Medtr3g081640, Medtr3g081580, Medtr2g064310, Medtr3g073900, Medtr3g073950","LOC_Os07g12890, LOC_Os05g39560, LOC_Os05g39540, LOC_Os04g52310, LOC_Os08g10630","Potri.006G006800, Potri.006G006600, Potri.006G006902, Potri.010G173300, Potri.008G083100","Sobic.002G083200, Sobic.009G170500, Sobic.007G064900, Sobic.006G212200, Sobic.007G075700","Seita.2G090600, Seita.3G208000, Seita.3G208100, Seita.7G190900, Seita.7G234300, Seita.6G026600","Sevir.2G093200, Sevir.3G213300, Sevir.3G213400, Sevir.7G203200, Sevir.7G245900, Sevir.6G025100","VIT_203s0017g02170, VIT_203s0017g02190, VIT_219s0085g00740, VIT_219s0085g00795","Zm00001d019228, Zm00001d038437, Zm00001d002343, Zm00001d049375, Zm00001d049993, Zm00001d019227"
"P.trichocarpa_v4.1","Potri.006G026200","Cs,Zn,Fe",NA,NA,NA,NA,NA,"Inferred","AtZIFL2,AtZIF1,OsZIFL12,ZmYS3",NA,"AT5G13750, AT5G13740, AT3G43790","Glyma.06G313700, Glyma.06G313600, Glyma.04G124800, Glyma.13G186500, Glyma.13G186700, Glyma.15G224200, Glyma.13G186400, Glyma.13G186600","Medtr3g086440, Medtr8g062990, Medtr3g010820, Medtr8g042870, Medtr8g042820, Medtr8g042780, Medtr8g042770, Medtr3g010850, Medtr1194s0010, Medtr8g075280, Medtr3g010840","LOC_Os11g04120, LOC_Os11g04104, LOC_Os12g03899, LOC_Os12g03860, LOC_Os11g04030, LOC_Os12g03830, LOC_Os11g04020","Potri.008G010600, Potri.006G026200, Potri.016G024400","Sobic.005G024800, Sobic.008G015700, Sobic.005G024900, Sobic.005G097900, Sobic.008G015800, Sobic.005G024700, Sobic.008G084800","Seita.7G312300, Seita.8G020800, Seita.8G070700, Seita.7G312500, Seita.7G312000, Seita.8G020600, Seita.3G089200","Sevir.7G322400, Sevir.8G023400, Sevir.8G071400, Sevir.7G322100, Sevir.8G023200, Sevir.3G091300","VIT_213s0047g00050, VIT_213s0047g00080, VIT_213s0047g00010, VIT_213s0047g00040, VIT_208s0040g00510","Zm00001d005002, Zm00001d052435, Zm00001d005001, Zm00001d052434, Zm00001d041111"
"P.trichocarpa_v4.1","Potri.006G037200","Fe,Mn",NA,NA,NA,NA,NA,"Inferred","AtbHLH38,AtbHLH39,OsIRO2",NA,"AT3G56970, AT3G56980, AT2G41240, AT5G04150","Glyma.19G132500, Glyma.19G132600, Glyma.03G130600, Glyma.03G130400","Medtr1g048720, Medtr1g048710, Medtr1g048750, Medtr7g090410","LOC_Os01g72370","Potri.016G037300, Potri.006G037600, Potri.006G037200","Sobic.003G428800","Seita.5G455700, Seita.9G469400","Sevir.5G462400, Sevir.9G473100","VIT_208s0007g05300, VIT_213s0073g00400, VIT_213s0047g00450","Zm00001d042062, Zm00001d011847"
"P.trichocarpa_v4.1","Potri.006G037600","Fe,Mn",NA,NA,NA,NA,NA,"Inferred","AtbHLH38,AtbHLH39,OsIRO2",NA,"AT3G56970, AT3G56980, AT2G41240, AT5G04150","Glyma.19G132500, Glyma.19G132600, Glyma.03G130600, Glyma.03G130400","Medtr1g048720, Medtr1g048710, Medtr1g048750, Medtr7g090410","LOC_Os01g72370","Potri.016G037300, Potri.006G037600, Potri.006G037200","Sobic.003G428800","Seita.5G455700, Seita.9G469400","Sevir.5G462400, Sevir.9G473100","VIT_208s0007g05300, VIT_213s0073g00400, VIT_213s0047g00450","Zm00001d042062, Zm00001d011847"
"P.trichocarpa_v4.1","Potri.006G062800","K",NA,NA,NA,NA,NA,"Inferred","AtCIPK23",NA,"AT1G30270","Glyma.09G089700","Medtr2g049790","LOC_Os07g05620","Potri.018G119200, Potri.006G062800","Sobic.002G034700","Seita.2G032200","Sevir.2G037000","VIT_210s0003g04020","Zm00001d018799"
"P.trichocarpa_v4.1","Potri.006G068400","Na",NA,NA,NA,NA,NA,"Inferred","AtSOS2",NA,"AT5G35410","Glyma.17G113700, Glyma.13G166100","Medtr4g114670","LOC_Os06g40370","Potri.006G068400, Potri.018G130500","Sobic.010G186300","Seita.4G221700","Sevir.4G231900","VIT_211s0016g05420","Zm00001d000407, Zm00001d036879"
"P.trichocarpa_v4.1","Potri.006G076900","Zn,Cd",NA,NA,NA,NA,NA,"Inferred","AtHMA4,AtHMA2,AtHMA3,OsHMA3",NA,"AT2G19110, AT4G30110, AT4G30120","Glyma.09G055600, Glyma.13G099600, Glyma.17G060400","Medtr2g036380, Medtr4g127580","LOC_Os07g12900","Potri.006G076900","Sobic.010G250900, Sobic.002G083100, Sobic.002G083000","Seita.4G242300, Seita.2G090500, Seita.2G090300","Sevir.4G255000, Sevir.2G093100, Sevir.2G092800","VIT_211s0103g00370","Zm00001d014669, Zm00001d019226, Zm00001d005189, Zm00001d005190"
"P.trichocarpa_v4.1","Potri.006G081700","Mg",NA,NA,NA,NA,NA,"Inferred","AtMGT6",NA,"AT4G28580, AT3G58970","Glyma.05G168200, Glyma.08G126600","Medtr8g088670","LOC_Os10g39790","Potri.006G081700","Sobic.001G309400","Seita.9G337700","Sevir.9G341300","VIT_212s0034g02550","Zm00001d047388, Zm00001d029808"
"P.trichocarpa_v4.1","Potri.006G093200","Cu",NA,NA,NA,NA,NA,"Inferred","AtCOPT1,MtCOPT1",NA,"AT2G37925, AT5G59040, AT2G26975, AT5G59030, AT3G46900","Glyma.11G134700, Glyma.01G106700, Glyma.18G191300, Glyma.07G141200, Glyma.18G191900, Glyma.07G141600","Medtr4g064963, Medtr4g065123, Medtr4g065660, Medtr7g066070, Medtr4g019870, Medtr0027s0220","LOC_Os05g35050, LOC_Os01g56420, LOC_Os01g56430","Potri.009G038800, Potri.001G246000, Potri.009G038700, Potri.006G093200, Potri.006G093300","Sobic.003G310200, Sobic.005G059300","Seita.5G333200, Seita.5G333000, Seita.3G293100","Sevir.5G337400, Sevir.5G337200, Sevir.3G302000","VIT_206s0004g05760, VIT_206s0004g05750, VIT_206s0004g05763, VIT_208s0007g01470","Zm00001d043323, Zm00001d053025"
"P.trichocarpa_v4.1","Potri.006G093300","Cu",NA,NA,NA,NA,NA,"Inferred","AtCOPT1,MtCOPT1",NA,"AT2G37925, AT5G59040, AT2G26975, AT5G59030, AT3G46900","Glyma.11G134700, Glyma.01G106700, Glyma.18G191300, Glyma.07G141200, Glyma.18G191900, Glyma.07G141600","Medtr4g064963, Medtr4g065123, Medtr4g065660, Medtr7g066070, Medtr4g019870, Medtr0027s0220","LOC_Os05g35050, LOC_Os01g56420, LOC_Os01g56430","Potri.009G038800, Potri.001G246000, Potri.009G038700, Potri.006G093200, Potri.006G093300","Sobic.003G310200, Sobic.005G059300","Seita.5G333200, Seita.5G333000, Seita.3G293100","Sevir.5G337400, Sevir.5G337200, Sevir.3G302000","VIT_206s0004g05760, VIT_206s0004g05750, VIT_206s0004g05763, VIT_208s0007g01470","Zm00001d043323, Zm00001d053025"
"P.trichocarpa_v4.1","Potri.006G098300","Al",NA,NA,NA,NA,NA,"Inferred","OsAUX3",NA,"AT5G01240, AT2G38120","Glyma.01G114000, Glyma.03G063600, Glyma.03G063900, Glyma.07G147000, Glyma.18G198400, Glyma.02G255800, Glyma.14G060700, Glyma.11G228300, Glyma.18G029000","Medtr4g415390, Medtr7g067450, Medtr5g082220","LOC_Os01g63770, LOC_Os05g37470, LOC_Os03g14080, LOC_Os10g05690","Potri.006G098300, Potri.016G113600, Potri.008G066400, Potri.010G191000","Sobic.003G361300, Sobic.009G156600, Sobic.001G439000, Sobic.001G267100","Seita.5G387200, Seita.3G223500, Seita.9G471700, Seita.9G288200","Sevir.5G392400, Sevir.3G228500, Sevir.9G475300, Sevir.9G295700","VIT_208s0007g02030, VIT_213s0067g00330","Zm00001d042809, Zm00001d038275, Zm00001d028401, Zm00001d030310"
"P.trichocarpa_v4.1","Potri.006G099900","P,K",NA,NA,NA,NA,NA,"Inferred","AtCAX3",NA,"AT3G51860, AT2G38170","Glyma.18G200500, Glyma.07G149600, Glyma.09G159600, Glyma.03G058500, Glyma.01G122800, Glyma.03G058300, Glyma.18G063200, Glyma.02G226500, Glyma.14G193400","Medtr7g068380, Medtr4g016720, Medtr5g070330","LOC_Os05g51610, LOC_Os01g37690","Potri.016G115500, Potri.006G099900, Potri.009G045800, Potri.001G251200","Sobic.009G257800, Sobic.003G184800","Seita.3G120500, Seita.5G194500","Sevir.3G122500, Sevir.5G196600","VIT_208s0007g02240, VIT_206s0004g06570","Zm00001d009763, Zm00001d044533"
"P.trichocarpa_v4.1","Potri.006G122700","As,P",NA,NA,NA,NA,NA,"Inferred","AtACR2",NA,"AT5G03455","Glyma.19G185200","Medtr7g102310","LOC_Os03g01770","Potri.006G122700","Sobic.001G308800, Sobic.001G538600","Seita.9G337000, Seita.8G097500, Seita.5G006400, Seita.9G574100","Sevir.6G149500, Sevir.9G340600, Sevir.9G577800","VIT_208s0007g04910","Zm00001d047396"
"P.trichocarpa_v4.1","Potri.006G140700","Cu",NA,NA,NA,NA,NA,"Inferred","AtCOPT5",NA,"AT5G20650","Glyma.04G057000, Glyma.06G057400, Glyma.14G107100, Glyma.17G219400","Medtr3g105330, Medtr1g015000","LOC_Os09g26900, LOC_Os08g35490","Potri.006G219200, Potri.006G140700","Sobic.002G215800, Sobic.001G353200","Seita.2G218500","Sevir.2G228000","VIT_211s0016g00920","Zm00001d020623, Zm00001d005819"
"P.trichocarpa_v4.1","Potri.006G170800","Li,B,Na,Mg,K,Ca,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Mo,Cd",NA,NA,NA,NA,NA,"Inferred","AtMYB36",NA,"AT5G57620","Glyma.13G094400, Glyma.17G065800","Medtr4g128670","LOC_Os08g15020","Potri.006G171184, Potri.006G170800, Potri.018G095900","Sobic.007G092300","Seita.6G097100","Sevir.6G105000","VIT_211s0052g01490","Zm00001d050185"
"P.trichocarpa_v4.1","Potri.006G171184","Li,B,Na,Mg,K,Ca,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Mo,Cd",NA,NA,NA,NA,NA,"Inferred","AtMYB36",NA,"AT5G57620","Glyma.13G094400, Glyma.17G065800","Medtr4g128670","LOC_Os08g15020","Potri.006G171184, Potri.006G170800, Potri.018G095900","Sobic.007G092300","Seita.6G097100","Sevir.6G105000","VIT_211s0052g01490","Zm00001d050185"
"P.trichocarpa_v4.1","Potri.006G219200","Cu",NA,NA,NA,NA,NA,"Inferred","AtCOPT5",NA,"AT5G20650","Glyma.04G057000, Glyma.06G057400, Glyma.14G107100, Glyma.17G219400","Medtr3g105330, Medtr1g015000","LOC_Os09g26900, LOC_Os08g35490","Potri.006G219200, Potri.006G140700","Sobic.002G215800, Sobic.001G353200","Seita.2G218500","Sevir.2G228000","VIT_211s0016g00920","Zm00001d020623, Zm00001d005819"
"P.trichocarpa_v4.1","Potri.006G230200","K",NA,NA,NA,NA,NA,"Inferred","AtCBL10",NA,"AT4G33000, AT4G16350","Glyma.17G229500, Glyma.07G010800, Glyma.08G194000","Medtr1g016430, Medtr8g016170, Medtr2g027520, Medtr2g027500","LOC_Os01g39770, LOC_Os01g51420","Potri.006G230200, Potri.003G037800, Potri.015G013200, Potri.001G090200","Sobic.003G196400, Sobic.003G275000","Seita.5G259100, Seita.5G291900","Sevir.5G210300, Sevir.5G294932","VIT_204s0008g00960, VIT_204s0008g00950","Zm00001d044285"
"P.trichocarpa_v4.1","Potri.006G245900","Mo",NA,NA,NA,NA,NA,"Inferred","AtMOT1,OsMOT1;1,MtMOT1.2,MtMOT1.3",NA,"AT2G25680","Glyma.17G203000, Glyma.17G203200, Glyma.14G130000, Glyma.17G203500, Glyma.06G074100, Glyma.04G073000","Medtr1g010210, Medtr3g464210, Medtr1g010270, Medtr3g108190","LOC_Os08g01120","Potri.006G246000, Potri.006G245900","Sobic.001G187300","Seita.9G184500","Sevir.9G183400","VIT_204s0008g04450, VIT_204s0008g04460","Zm00001d033053"
"P.trichocarpa_v4.1","Potri.006G246000","Mo",NA,NA,NA,NA,NA,"Inferred","AtMOT1,OsMOT1;1,MtMOT1.2,MtMOT1.3",NA,"AT2G25680","Glyma.17G203000, Glyma.17G203200, Glyma.14G130000, Glyma.17G203500, Glyma.06G074100, Glyma.04G073000","Medtr1g010210, Medtr3g464210, Medtr1g010270, Medtr3g108190","LOC_Os08g01120","Potri.006G246000, Potri.006G245900","Sobic.001G187300","Seita.9G184500","Sevir.9G183400","VIT_204s0008g04450, VIT_204s0008g04460","Zm00001d033053"
"P.trichocarpa_v4.1","Potri.007G049000","Zn",NA,NA,NA,NA,NA,"Inferred","AtHMA1",NA,"AT4G37270","Glyma.17G166800, Glyma.05G098800","Medtr4g094985","LOC_Os06g47550","Potri.007G049000","Sobic.010G240500","Seita.9G039700, Seita.4G253000","Sevir.9G038966, Sevir.4G265200","VIT_207s0129g01040","Zm00001d014569"
"P.trichocarpa_v4.1","Potri.007G050600","Fe,Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtNRAMP3",NA,"AT2G23150, AT5G67330, AT1G47240","Glyma.17G165200, Glyma.05G101700, Glyma.11G051500, Glyma.01G190700, Glyma.04G044000, Glyma.06G044200","Medtr4g095075, Medtr5g016270, Medtr3g102620","LOC_Os03g11010, LOC_Os12g39180","Potri.007G050600, Potri.007G050700, Potri.002G121000","Sobic.001G462500, Sobic.001G170000, Sobic.008G143700","Seita.9G497200, Seita.9G171400, Seita.3G367300","Sevir.9G501400, Sevir.9G169700, Sevir.3G384700","VIT_207s0129g00620, VIT_218s0001g09490","Zm00001d048129, Zm00001d033367, Zm00001d030846"
"P.trichocarpa_v4.1","Potri.007G050700","Fe,Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtNRAMP3",NA,"AT2G23150, AT5G67330, AT1G47240","Glyma.17G165200, Glyma.05G101700, Glyma.11G051500, Glyma.01G190700, Glyma.04G044000, Glyma.06G044200","Medtr4g095075, Medtr5g016270, Medtr3g102620","LOC_Os03g11010, LOC_Os12g39180","Potri.007G050600, Potri.007G050700, Potri.002G121000","Sobic.001G462500, Sobic.001G170000, Sobic.008G143700","Seita.9G497200, Seita.9G171400, Seita.3G367300","Sevir.9G501400, Sevir.9G169700, Sevir.3G384700","VIT_207s0129g00620, VIT_218s0001g09490","Zm00001d048129, Zm00001d033367, Zm00001d030846"
"P.trichocarpa_v4.1","Potri.007G067600","Fe,Cd,Zn,Co,Mo",NA,NA,NA,NA,NA,"Inferred","AtMYB72,AtMYB10",NA,"AT3G23250, AT3G12820, AT1G56160, AT1G79180, AT1G16490, AT2G31180, AT1G06180","Glyma.08G168100, Glyma.15G259400, Glyma.10G165800, Glyma.20G223400, Glyma.03G250600, Glyma.19G248100","Medtr2g067420, Medtr7g115650","LOC_Os04g43680, LOC_Os02g41510, LOC_Os10g33810","Potri.007G067600, Potri.005G096600, Potri.019G018200","Sobic.006G148000, Sobic.004G219800, Sobic.001G219200","Seita.7G167300, Seita.1G239400, Seita.9G222100","Sevir.7G176600, Sevir.1G244400, Sevir.9G221500","VIT_219s0085g00050","Zm00001d003064, Zm00001d025864, Zm00001d017268, Zm00001d051149, Zm00001d014029, Zm00001d032694"
"P.trichocarpa_v4.1","Potri.007G082100","K",NA,NA,NA,NA,NA,"Inferred","AtCPR5",NA,"AT5G64930","Glyma.06G145800","Medtr3g094760","LOC_Os01g68970, LOC_Os02g53070","Potri.007G082100, Potri.005G083600","Sobic.003G402900, Sobic.004G312100","Seita.5G428700, Seita.1G334300","Sevir.5G434600, Sevir.1G340900","VIT_207s0031g01470","Zm00001d012040, Zm00001d052145"
"P.trichocarpa_v4.1","Potri.007G100500","Na",NA,NA,NA,NA,NA,"Inferred","AtSOS1/NHX7",NA,"AT1G14660, AT2G01980","Glyma.08G092000","Medtr2g038400","LOC_Os12g44360","Potri.007G100500, Potri.010G100900, Potri.008G140700","Sobic.008G192900","Seita.3G409000","Sevir.9G144600, Sevir.3G427000","VIT_201s0011g06550","Zm00001d031232"
"P.trichocarpa_v4.1","Potri.007G120200","Li,P,S,Fe,Co",NA,NA,NA,NA,NA,"Inferred","AtUCC1",NA,"AT2G32300","Glyma.13G305600, Glyma.12G196600","Medtr2g088990","LOC_Os08g04310, LOC_Os09g39940, LOC_Os08g04360, LOC_Os08g04350, LOC_Os08g04340, LOC_Os08g04370","Potri.007G120200","Sobic.007G033300, Sobic.007G033400, Sobic.002G140300, Sobic.002G140400","Seita.6G070700, Seita.2G139400, Seita.2G139500","Sevir.6G069300, Sevir.2G145000","VIT_212s0059g02640","Zm00001d024691, Zm00001d019726, Zm00001d019725"
"P.trichocarpa_v4.1","Potri.008G010600","Cs,Zn,Fe",NA,NA,NA,NA,NA,"Inferred","AtZIFL2,AtZIF1,OsZIFL12,ZmYS3",NA,"AT5G13750, AT5G13740, AT3G43790","Glyma.06G313700, Glyma.06G313600, Glyma.04G124800, Glyma.13G186500, Glyma.13G186700, Glyma.15G224200, Glyma.13G186400, Glyma.13G186600","Medtr3g086440, Medtr8g062990, Medtr3g010820, Medtr8g042870, Medtr8g042820, Medtr8g042780, Medtr8g042770, Medtr3g010850, Medtr1194s0010, Medtr8g075280, Medtr3g010840","LOC_Os11g04120, LOC_Os11g04104, LOC_Os12g03899, LOC_Os12g03860, LOC_Os11g04030, LOC_Os12g03830, LOC_Os11g04020","Potri.008G010600, Potri.006G026200, Potri.016G024400","Sobic.005G024800, Sobic.008G015700, Sobic.005G024900, Sobic.005G097900, Sobic.008G015800, Sobic.005G024700, Sobic.008G084800","Seita.7G312300, Seita.8G020800, Seita.8G070700, Seita.7G312500, Seita.7G312000, Seita.8G020600, Seita.3G089200","Sevir.7G322400, Sevir.8G023400, Sevir.8G071400, Sevir.7G322100, Sevir.8G023200, Sevir.3G091300","VIT_213s0047g00050, VIT_213s0047g00080, VIT_213s0047g00010, VIT_213s0047g00040, VIT_208s0040g00510","Zm00001d005002, Zm00001d052435, Zm00001d005001, Zm00001d052434, Zm00001d041111"
"P.trichocarpa_v4.1","Potri.008G019700","Fe",NA,NA,NA,NA,NA,"Inferred","OsHORZ1",NA,"AT3G54290","Glyma.10G111100, Glyma.10G278400, Glyma.20G111300","Medtr1g050385, Medtr1g111960","LOC_Os01g64250","Potri.010G239700, Potri.008G019700","Sobic.003G364900","Seita.5G390600","Sevir.5G395800","VIT_213s0101g00520","Zm00001d013872, Zm00001d012290, Zm00001d042764"
"P.trichocarpa_v4.1","Potri.008G023800","Cu",NA,NA,NA,NA,NA,"Inferred","AtAX1,OsATX1",NA,"AT1G66240","Glyma.20G187100, Glyma.10G203200","Medtr1g092670","LOC_Os08g10480","Potri.008G023800, Potri.010G236500","Sobic.008G179500","Seita.8G110600","Sevir.8G115200","VIT_213s0074g00770","Zm00001d031132"
"P.trichocarpa_v4.1","Potri.008G029200","P",NA,NA,NA,NA,NA,"Inferred","OsPHF1",NA,"AT3G52190","Glyma.20G190300, Glyma.10G200200","Medtr1g090873","LOC_Os07g09000, LOC_Os03g58570","Potri.010G232400, Potri.008G029200","Sobic.002G060900, Sobic.001G054000, Sobic.010G227900","Seita.2G065200, Seita.9G052300","Sevir.2G068500, Sevir.9G051400","VIT_213s0074g00010","Zm00001d019048, Zm00001d034487"
"P.trichocarpa_v4.1","Potri.008G049100","Ca,Mn,Zn,Na,S,K,As,Se,Mo",NA,NA,NA,NA,NA,"Inferred","AtESB1",NA,"AT1G07730, AT2G28670, AT3G55230, AT2G39430","Glyma.11G144200, Glyma.11G144000, Glyma.12G067400, Glyma.11G144400, Glyma.08G258300, Glyma.18G282600","Medtr4g062520, Medtr4g062470, Medtr4g062460, Medtr1g115510, Medtr7g021300","LOC_Os01g06250, LOC_Os03g17220","Potri.008G049200, Potri.010G211800, Potri.008G049100, Potri.010G211900","Sobic.003G064800, Sobic.001G414800","Seita.5G110100, Seita.9G448600","Sevir.5G106900, Sevir.9G452600","VIT_200s0317g00070, VIT_206s0004g04035, VIT_200s0317g00080","Zm00001d039788, Zm00001d047775"
"P.trichocarpa_v4.1","Potri.008G049200","Ca,Mn,Zn,Na,S,K,As,Se,Mo",NA,NA,NA,NA,NA,"Inferred","AtESB1",NA,"AT1G07730, AT2G28670, AT3G55230, AT2G39430","Glyma.11G144200, Glyma.11G144000, Glyma.12G067400, Glyma.11G144400, Glyma.08G258300, Glyma.18G282600","Medtr4g062520, Medtr4g062470, Medtr4g062460, Medtr1g115510, Medtr7g021300","LOC_Os01g06250, LOC_Os03g17220","Potri.008G049200, Potri.010G211800, Potri.008G049100, Potri.010G211900","Sobic.003G064800, Sobic.001G414800","Seita.5G110100, Seita.9G448600","Sevir.5G106900, Sevir.9G452600","VIT_200s0317g00070, VIT_206s0004g04035, VIT_200s0317g00080","Zm00001d039788, Zm00001d047775"
"P.trichocarpa_v4.1","Potri.008G049600","Mn",NA,NA,NA,NA,NA,"Inferred","AtMTP11",NA,"AT2G39450","Glyma.02G095400, Glyma.18G286100","Medtr7g022890","LOC_Os01g62070","Potri.010G211300, Potri.008G049600","Sobic.003G349200","Seita.3G215300, Seita.5G374300","Sevir.3G220300, Sevir.5G379500","VIT_213s0019g00020","Zm00001d042939"
"P.trichocarpa_v4.1","Potri.008G051200","Ni",NA,NA,NA,NA,NA,"Inferred","AtZAT11",NA,"AT2G28710, AT2G37430, AT3G53600","Glyma.20G099100, Glyma.10G290200, Glyma.02G094500, Glyma.18G287200, Glyma.13G333400, Glyma.15G040700, Glyma.12G065800, Glyma.11G142500, Glyma.03G173200, Glyma.19G174100, Glyma.10G045200, Glyma.13G132800, Glyma.03G173100, Glyma.19G174000, Glyma.19G174200, Glyma.03G173300, Glyma.13G133100, Glyma.10G045400","Medtr7g023560, Medtr2g096540, Medtr1g067660, Medtr7g100100, Medtr1g067650, Medtr1g067640","LOC_Os03g17150","Potri.010G209400, Potri.008G051200, Potri.009G027700, Potri.001G235800","Sobic.001G035300, Sobic.001G416200","Seita.9G034400, Seita.9G449600","Sevir.9G033500, Sevir.9G453500","VIT_213s0019g00480, VIT_206s0004g04180","Zm00001d034639, Zm00001d028667, Zm00001d047786"
"P.trichocarpa_v4.1","Potri.008G066400","Al",NA,NA,NA,NA,NA,"Inferred","OsAUX3",NA,"AT5G01240, AT2G38120","Glyma.01G114000, Glyma.03G063600, Glyma.03G063900, Glyma.07G147000, Glyma.18G198400, Glyma.02G255800, Glyma.14G060700, Glyma.11G228300, Glyma.18G029000","Medtr4g415390, Medtr7g067450, Medtr5g082220","LOC_Os01g63770, LOC_Os05g37470, LOC_Os03g14080, LOC_Os10g05690","Potri.006G098300, Potri.016G113600, Potri.008G066400, Potri.010G191000","Sobic.003G361300, Sobic.009G156600, Sobic.001G439000, Sobic.001G267100","Seita.5G387200, Seita.3G223500, Seita.9G471700, Seita.9G288200","Sevir.5G392400, Sevir.3G228500, Sevir.9G475300, Sevir.9G295700","VIT_208s0007g02030, VIT_213s0067g00330","Zm00001d042809, Zm00001d038275, Zm00001d028401, Zm00001d030310"
"P.trichocarpa_v4.1","Potri.008G083100","Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtZIP1,OsZIP3,OsZIP5",NA,"AT3G12750, AT1G05300, AT2G32270","Glyma.13G004400, Glyma.20G063100, Glyma.15G262800, Glyma.08G164400","Medtr3g081690, Medtr3g082050, Medtr3g081640, Medtr3g081580, Medtr2g064310, Medtr3g073900, Medtr3g073950","LOC_Os07g12890, LOC_Os05g39560, LOC_Os05g39540, LOC_Os04g52310, LOC_Os08g10630","Potri.006G006800, Potri.006G006600, Potri.006G006902, Potri.010G173300, Potri.008G083100","Sobic.002G083200, Sobic.009G170500, Sobic.007G064900, Sobic.006G212200, Sobic.007G075700","Seita.2G090600, Seita.3G208000, Seita.3G208100, Seita.7G190900, Seita.7G234300, Seita.6G026600","Sevir.2G093200, Sevir.3G213300, Sevir.3G213400, Sevir.7G203200, Sevir.7G245900, Sevir.6G025100","VIT_203s0017g02170, VIT_203s0017g02190, VIT_219s0085g00740, VIT_219s0085g00795","Zm00001d019228, Zm00001d038437, Zm00001d002343, Zm00001d049375, Zm00001d049993, Zm00001d019227"
